,reducermaxSizeInFlight,shufflefilebuffer,shufflesortbypassMergeThreshold,speculationinterval,speculationmultiplier,speculationquantile,broadcastblockSize,iocompressionsnappyblockSize,kryoserializerbuffermax,kryoserializerbuffer,drivermemory,executormemory,networktimeout,localitywait,taskmaxFailures,shufflecompress,memoryfraction,shufflespillcompress,broadcastcompress,memorystorageFraction
519,30,74,560,800,4,0.6,112,40,106,100,11,8,340,8,8,1,0.7999999999999999,1,0,0.5
520,43,28,130,260,2,0.5,4,95,28,50,10,16,40,2,7,0,1.0,0,0,0.7
521,54,73,230,350,1,0.7,80,102,76,96,9,13,160,3,7,0,0.7,0,0,0.6
522,122,92,470,810,4,0.5,62,89,24,98,10,11,480,9,1,0,0.8999999999999999,1,1,0.6
523,38,44,710,410,4,0.7,98,67,56,96,9,11,480,2,3,1,0.6,0,1,0.7999999999999999
524,40,66,390,660,2,0.5,24,101,30,70,6,16,300,2,5,1,0.6,0,1,0.5
525,92,119,280,590,2,0.7999999999999999,26,26,120,36,12,15,60,2,2,0,1.0,0,0,0.6
526,126,103,900,930,2,1.0,66,27,84,114,10,10,420,1,3,1,0.5,0,1,1.0
527,36,65,260,930,1,0.5,20,26,102,84,11,11,240,4,8,1,0.5,1,0,0.7
528,73,74,850,380,4,0.7,64,63,78,42,9,15,320,9,2,1,1.0,1,1,0.5
529,101,109,600,780,4,1.0,8,47,124,94,12,12,420,1,2,1,0.7,0,1,0.7999999999999999
530,32,66,500,980,1,1.0,80,106,100,94,10,6,60,2,5,1,0.8999999999999999,0,0,0.7
531,32,88,730,300,3,0.8999999999999999,50,54,64,54,12,9,260,3,4,0,0.8999999999999999,1,0,0.7999999999999999
532,71,38,540,600,3,0.7,74,58,128,30,7,10,380,4,8,1,0.7999999999999999,1,1,0.5
533,71,67,970,990,4,0.6,126,48,74,112,6,14,100,10,8,1,1.0,0,0,0.6
534,62,89,610,560,5,0.5,80,125,30,46,11,16,400,5,5,1,0.7999999999999999,1,1,0.6
535,84,104,110,800,3,0.6,16,100,46,98,7,6,440,9,5,0,0.8999999999999999,1,0,0.6
536,24,104,420,390,2,1.0,70,73,76,116,9,16,40,4,8,0,0.6,1,0,0.7999999999999999
537,30,85,390,520,2,0.7999999999999999,2,35,90,74,7,10,400,7,8,1,0.7,1,0,0.7
538,39,66,900,340,1,0.6,52,128,116,78,11,6,300,7,4,1,0.6,1,1,0.5
539,126,113,780,950,4,0.8999999999999999,108,82,74,112,8,15,480,2,5,1,0.8999999999999999,1,0,0.7
540,78,118,830,320,2,0.8999999999999999,64,86,94,124,12,12,420,2,3,0,0.7,0,1,0.5
541,95,63,350,850,4,0.6,8,60,72,100,10,15,420,2,2,1,0.7999999999999999,1,1,0.6
542,55,79,940,460,4,0.5,20,104,118,32,12,10,20,2,1,0,0.6,0,0,0.5
543,79,36,430,560,3,1.0,98,83,28,116,8,9,100,3,6,0,0.5,1,0,0.5
544,93,112,280,370,4,1.0,10,80,112,126,12,7,140,6,8,1,1.0,0,0,1.0
545,106,91,290,120,2,0.6,28,112,122,66,8,6,180,8,5,1,1.0,1,0,0.8999999999999999
546,24,54,820,390,1,0.8999999999999999,128,60,70,62,11,13,460,9,6,1,0.6,0,1,0.8999999999999999
547,89,48,560,810,3,0.5,118,55,40,94,12,13,340,4,5,1,0.7,0,1,0.8999999999999999
548,40,94,320,520,2,0.8999999999999999,76,39,34,124,11,15,400,7,6,1,1.0,1,0,0.7999999999999999
549,44,37,500,710,3,0.8999999999999999,116,114,104,30,11,8,360,10,6,0,1.0,0,1,0.7999999999999999
550,31,61,990,410,1,0.5,84,33,52,64,12,13,480,3,5,1,0.5,0,1,0.6
551,127,79,600,470,1,0.5,128,59,60,68,7,8,100,2,7,1,1.0,0,1,0.7
552,88,101,340,870,2,0.5,34,124,24,102,10,13,20,7,7,1,0.8999999999999999,0,0,0.6
553,90,63,400,180,5,1.0,98,74,94,46,8,9,240,5,1,0,0.8999999999999999,1,1,0.6
554,29,44,140,180,2,0.7,92,62,80,52,7,9,100,3,6,0,0.5,0,1,0.5
555,28,32,510,960,5,0.7,90,128,94,102,10,16,180,3,2,0,1.0,1,0,0.5
556,96,99,860,750,1,0.5,32,80,64,30,12,14,100,8,6,0,0.8999999999999999,0,0,0.7999999999999999
557,103,65,650,710,5,0.7999999999999999,48,85,64,118,7,9,140,9,7,1,0.7999999999999999,1,1,0.5
558,24,109,1000,370,4,0.7,80,42,70,58,11,8,280,8,3,0,0.7,0,0,0.7
559,68,73,900,260,2,0.6,18,73,78,64,6,14,260,3,3,0,0.7999999999999999,1,0,0.8999999999999999
560,121,72,320,750,1,0.8999999999999999,108,79,118,38,12,9,60,10,8,1,0.6,1,0,0.7
561,89,88,900,910,1,0.7,108,39,84,26,9,11,400,8,7,0,1.0,0,0,0.8999999999999999
562,102,54,160,150,4,0.5,112,42,112,94,8,15,180,2,5,1,1.0,1,0,1.0
563,77,72,790,130,4,0.8999999999999999,56,120,58,44,9,11,400,10,4,0,0.7999999999999999,0,0,1.0
564,81,87,540,180,5,0.7999999999999999,46,95,36,72,10,15,360,4,1,1,0.6,1,1,1.0
565,91,79,820,200,5,1.0,20,84,32,68,11,8,340,8,8,1,0.5,0,1,1.0
566,69,111,980,620,2,1.0,98,25,62,74,6,12,320,2,2,1,1.0,0,1,0.8999999999999999
567,42,71,690,500,1,0.8999999999999999,96,127,74,104,9,14,340,6,5,1,0.7999999999999999,1,0,1.0
568,89,60,360,500,3,1.0,104,45,110,64,9,11,240,7,3,1,0.8999999999999999,0,0,0.6
569,46,73,390,560,1,0.8999999999999999,50,69,94,46,7,12,260,3,3,0,0.7,1,0,0.8999999999999999
570,37,84,240,390,3,0.5,42,107,128,64,11,16,380,2,7,1,0.6,0,0,0.8999999999999999
571,38,29,500,190,2,0.6,32,114,66,30,12,11,360,10,1,1,0.8999999999999999,0,1,1.0
572,42,51,210,660,4,0.7999999999999999,84,89,72,82,8,15,380,6,5,1,0.7999999999999999,0,0,0.5
573,53,107,450,940,4,0.7,42,100,46,40,9,8,40,3,7,1,0.8999999999999999,1,0,0.5
574,38,123,1000,200,4,1.0,10,94,68,70,10,15,120,5,4,1,0.7999999999999999,1,1,1.0
575,95,106,730,430,2,0.5,114,113,88,28,12,16,260,9,8,1,0.8999999999999999,1,1,0.8999999999999999
576,44,56,340,980,4,0.7,60,111,32,88,9,15,460,8,3,1,0.6,0,1,0.5
577,99,32,850,990,3,0.7,68,127,80,88,8,15,460,4,3,0,0.7999999999999999,1,1,0.7
578,50,24,450,700,2,0.5,120,77,92,84,10,15,40,1,2,1,0.7999999999999999,0,1,0.7999999999999999
579,86,33,430,540,3,0.8999999999999999,76,77,54,88,12,14,40,8,7,1,0.7,0,1,0.8999999999999999
580,42,108,340,840,4,0.7,82,104,126,110,12,15,460,6,1,1,0.7999999999999999,1,0,0.7999999999999999
581,30,104,1000,530,5,0.6,62,105,80,72,9,15,480,1,6,0,0.5,1,0,1.0
582,54,27,910,720,3,0.6,56,60,70,120,10,8,240,10,3,1,0.7,0,1,0.8999999999999999
583,36,74,100,140,5,0.5,100,38,96,114,7,14,480,9,1,0,0.5,0,1,0.6
584,48,44,680,900,5,1.0,86,52,82,26,10,10,40,8,3,0,0.7999999999999999,1,1,1.0
585,101,49,990,340,4,0.8999999999999999,6,56,102,96,6,7,20,2,3,0,0.6,0,0,1.0
586,86,121,480,760,5,0.6,84,39,76,82,8,7,440,7,6,1,0.7999999999999999,0,0,1.0
587,98,80,140,800,4,0.8999999999999999,46,58,44,46,11,6,100,1,5,1,0.6,0,1,0.7
588,62,35,240,630,5,0.5,20,120,68,128,12,14,500,5,5,0,0.7999999999999999,0,1,0.7999999999999999
589,59,35,840,100,2,0.7999999999999999,16,126,50,120,11,16,400,6,1,0,0.7999999999999999,0,0,0.7999999999999999
590,66,112,800,850,4,0.7999999999999999,44,35,38,54,9,10,180,2,4,1,0.8999999999999999,0,1,1.0
591,68,117,460,220,1,0.6,14,36,26,82,7,6,380,7,3,1,0.5,1,0,0.6
592,39,65,880,1000,4,0.7,78,112,120,60,11,11,60,3,1,0,0.5,1,1,0.5
593,121,45,740,170,3,0.6,96,56,62,28,8,11,180,6,7,1,0.7999999999999999,1,1,0.5
594,31,89,890,530,2,0.7,70,64,28,46,12,10,160,1,3,1,0.7,0,1,0.7
595,54,43,560,570,4,0.7999999999999999,18,102,42,24,12,12,200,5,1,1,0.8999999999999999,1,1,0.6
596,125,99,590,480,3,0.7,64,42,74,88,12,6,400,8,8,1,0.6,0,0,0.6
597,38,109,940,560,4,0.8999999999999999,26,38,80,106,8,15,200,10,8,0,0.7,0,1,0.7
598,123,42,660,710,4,0.8999999999999999,40,122,54,128,8,14,300,3,3,0,0.6,1,0,0.7
599,86,89,400,310,5,0.6,80,26,112,98,8,14,40,4,5,1,1.0,1,0,0.6
600,75,37,470,530,3,0.7,108,27,64,54,7,10,240,6,2,0,0.7,1,1,0.8999999999999999
601,128,81,810,200,2,0.7,64,127,28,92,9,11,20,6,4,1,0.7999999999999999,0,1,0.8999999999999999
602,125,98,420,1000,5,0.6,24,89,82,100,12,16,140,6,8,0,0.8999999999999999,0,1,0.7999999999999999
603,41,38,880,290,1,0.7999999999999999,24,64,24,98,9,8,100,1,1,0,0.7999999999999999,0,0,1.0
604,58,100,740,410,4,0.6,48,68,66,40,10,11,260,7,2,0,0.7999999999999999,0,0,0.7999999999999999
605,112,102,440,270,5,1.0,114,87,126,30,12,13,300,8,4,0,0.8999999999999999,1,1,0.7999999999999999
606,78,36,530,710,1,0.7,30,49,86,90,11,12,360,3,7,1,0.7999999999999999,1,0,0.5
607,32,103,580,390,2,0.6,44,29,122,54,10,14,500,2,4,0,0.7,0,0,0.5
608,60,109,840,790,3,0.8999999999999999,64,69,90,46,9,12,80,9,3,0,1.0,0,0,0.8999999999999999
609,46,59,320,150,4,1.0,36,51,38,102,7,9,400,4,8,1,0.7,1,0,0.6
610,116,99,740,350,1,0.5,86,45,56,76,12,10,20,9,4,1,0.5,1,1,0.7999999999999999
611,49,75,470,620,2,0.7,36,100,106,80,12,12,180,10,2,1,0.5,1,0,0.5
612,74,34,820,670,4,0.5,60,98,50,70,9,16,80,10,2,0,0.5,1,0,0.8999999999999999
613,94,61,190,490,2,0.5,66,24,56,44,9,7,460,8,8,1,0.7,1,0,0.8999999999999999
614,80,67,350,710,4,0.6,54,84,26,50,9,10,240,3,1,0,0.8999999999999999,0,0,0.5
615,83,37,570,470,2,0.7,112,45,108,102,7,14,120,5,4,1,0.7,0,1,0.8999999999999999
616,39,118,470,730,1,0.7,46,114,92,102,8,10,240,5,3,1,0.5,0,0,0.7999999999999999
617,80,38,510,710,4,0.7,82,108,36,100,6,10,160,7,5,0,0.7999999999999999,0,0,0.8999999999999999
618,119,75,580,620,4,0.7,96,49,96,82,8,15,240,2,7,1,0.7,1,1,0.7
619,106,45,760,170,1,0.8999999999999999,64,43,70,48,12,6,320,3,1,0,0.8999999999999999,0,1,0.6
620,107,28,920,320,4,0.7999999999999999,86,93,32,114,8,10,440,10,6,0,0.6,1,0,0.8999999999999999
621,75,44,880,860,1,0.7,60,27,58,126,11,8,180,6,3,0,0.7,0,1,0.6
622,90,61,890,260,2,0.8999999999999999,50,91,66,84,12,13,500,6,8,1,0.8999999999999999,0,0,0.6
623,77,97,780,880,2,0.7,90,69,28,80,8,13,80,6,1,1,0.8999999999999999,1,0,1.0
624,57,34,180,160,2,0.8999999999999999,26,78,98,28,12,13,200,5,3,0,0.5,1,1,0.5
625,59,34,630,700,5,1.0,4,108,44,96,11,12,220,1,8,1,0.6,1,0,1.0
626,75,56,580,650,4,0.7,16,74,106,36,9,14,20,5,4,1,0.6,0,1,0.7
627,44,71,680,970,3,0.5,104,71,94,108,7,11,80,8,8,1,1.0,1,0,0.6
628,119,72,930,690,1,0.5,6,51,84,76,9,16,400,8,7,0,0.7999999999999999,0,0,0.5
629,96,44,660,120,1,0.8999999999999999,68,36,120,124,10,14,240,3,6,0,0.7999999999999999,1,0,0.7999999999999999
630,77,77,420,310,4,0.8999999999999999,108,71,100,76,9,6,240,1,3,1,0.7999999999999999,0,1,0.6
631,96,42,460,880,2,0.7,22,96,110,50,10,15,240,8,6,1,0.5,0,0,0.7999999999999999
632,37,104,450,520,5,0.8999999999999999,64,73,64,104,6,12,120,8,4,1,0.8999999999999999,0,1,1.0
633,78,24,780,470,1,0.5,24,128,88,24,10,7,320,7,6,1,0.7,0,1,0.8999999999999999
634,128,121,740,550,3,1.0,62,103,70,100,11,13,380,8,1,1,0.7999999999999999,1,0,1.0
635,72,103,560,820,3,0.6,2,86,122,104,12,12,200,7,4,1,0.5,0,0,0.7999999999999999
636,33,28,200,770,2,0.5,34,70,52,98,8,8,320,8,4,0,1.0,1,1,0.8999999999999999
637,123,52,690,400,3,0.7999999999999999,58,118,84,52,11,14,220,7,7,0,0.7,1,0,0.8999999999999999
638,50,76,500,890,4,0.8999999999999999,40,55,42,58,11,12,120,4,3,0,0.6,1,1,0.7999999999999999
639,28,101,450,650,4,1.0,70,90,28,24,9,13,200,3,5,1,0.5,1,0,0.7999999999999999
640,117,76,860,470,4,0.8999999999999999,42,86,56,50,11,8,440,5,1,1,0.5,1,1,0.7
641,123,43,110,210,5,0.6,104,98,40,84,10,10,160,3,4,1,0.7,0,1,0.5
642,28,76,480,660,3,0.5,20,64,40,80,7,7,60,2,4,0,0.8999999999999999,1,1,0.8999999999999999
643,59,63,350,500,2,0.5,14,106,86,120,8,8,20,7,6,1,0.8999999999999999,1,0,1.0
644,34,29,790,640,5,0.7,118,99,124,62,6,15,380,4,3,0,0.5,0,0,1.0
645,31,29,600,680,5,1.0,58,128,28,60,7,12,100,3,1,1,0.6,1,0,0.6
646,69,30,960,620,1,0.7,98,62,94,40,9,13,320,2,5,1,1.0,0,1,0.7999999999999999
647,58,110,160,530,2,0.7,106,107,116,80,9,10,20,3,5,1,0.7,0,0,0.6
648,25,49,580,810,4,0.6,48,68,60,104,9,13,280,10,6,1,0.7,1,1,0.5
649,95,106,670,1000,2,0.6,56,97,128,92,10,7,320,1,2,1,0.6,1,1,0.8999999999999999
650,127,74,960,760,5,0.8999999999999999,118,102,90,118,7,13,240,2,7,1,0.6,0,0,0.5
651,45,42,720,520,2,0.7,46,100,98,32,10,11,200,4,4,0,0.7999999999999999,1,0,0.5
652,89,103,870,710,4,0.6,58,48,58,104,6,10,440,6,4,1,0.7999999999999999,1,1,0.8999999999999999
653,70,51,300,1000,3,0.6,120,64,110,102,6,8,120,1,8,1,0.7999999999999999,0,0,0.7999999999999999
654,97,29,450,910,2,1.0,66,41,40,82,10,12,480,9,8,1,0.6,1,1,0.7
655,128,73,590,600,2,0.8999999999999999,66,79,94,36,7,14,400,3,7,0,0.7,0,1,0.7
656,114,59,670,470,1,0.8999999999999999,70,46,62,46,10,15,40,4,7,0,0.6,0,0,0.8999999999999999
657,80,81,700,460,2,0.8999999999999999,86,124,38,90,8,16,240,8,1,0,0.6,1,0,0.7
658,37,85,140,390,3,0.8999999999999999,68,74,60,120,6,6,220,2,8,0,0.5,0,1,0.7
659,126,76,130,280,4,0.7,30,66,48,38,8,7,280,5,1,1,1.0,0,0,0.5
660,62,128,980,450,4,1.0,58,97,44,28,7,7,260,2,4,0,0.5,0,0,1.0
661,37,102,870,150,1,0.8999999999999999,38,120,76,116,11,10,420,8,6,1,0.6,1,1,1.0
662,47,85,350,910,4,0.8999999999999999,40,76,120,36,11,15,280,8,7,1,1.0,0,0,0.6
663,73,35,940,790,3,0.5,48,45,78,38,9,8,440,4,5,0,0.7999999999999999,1,0,0.5
664,53,112,300,370,4,1.0,58,63,112,84,11,6,120,4,7,1,0.7999999999999999,0,1,0.7
665,124,120,440,990,3,0.6,54,92,40,30,9,14,300,1,1,1,0.7999999999999999,1,1,0.8999999999999999
666,98,89,750,560,2,0.8999999999999999,38,38,128,46,6,16,60,6,2,0,0.6,1,1,0.7
667,125,44,210,280,4,0.8999999999999999,38,108,98,62,8,15,380,9,6,0,0.5,1,1,0.8999999999999999
668,53,47,380,330,5,0.6,98,112,32,28,8,14,180,5,7,0,0.7,1,0,0.8999999999999999
669,50,75,490,310,1,1.0,76,39,28,68,11,12,260,1,2,1,0.5,0,1,0.8999999999999999
670,60,57,860,890,4,0.6,24,76,80,90,8,8,40,4,2,1,0.7,1,0,0.7999999999999999
671,29,124,320,950,5,0.6,8,110,84,86,10,13,320,3,3,0,1.0,1,0,0.5
672,91,72,770,260,4,0.6,38,95,118,38,7,16,420,5,2,1,0.7999999999999999,0,0,0.5
673,48,90,300,610,2,0.6,108,123,72,90,6,14,360,7,3,0,0.5,1,1,0.5
674,122,64,390,520,3,0.7999999999999999,52,108,126,106,9,12,260,2,2,1,0.7,0,1,0.5
675,70,114,350,970,3,0.7999999999999999,86,116,52,46,10,14,320,7,5,1,0.5,1,1,0.7
676,126,79,420,740,5,0.5,56,92,92,32,6,15,420,5,6,1,0.5,1,0,0.7
677,90,76,880,420,1,0.7999999999999999,96,76,52,116,10,15,400,3,7,0,0.7999999999999999,1,1,0.7
678,78,110,740,690,1,0.8999999999999999,100,80,44,42,10,16,360,1,2,1,0.6,1,1,1.0
679,52,91,190,960,2,0.6,120,51,124,52,10,15,500,6,3,1,0.7999999999999999,1,0,0.6
680,68,126,280,860,2,0.8999999999999999,82,43,114,94,8,14,280,8,6,0,0.5,1,1,0.7
681,44,79,1000,1000,2,0.7999999999999999,88,84,24,68,9,16,180,7,8,1,0.6,1,0,0.5
682,47,34,380,330,1,0.5,126,48,118,116,7,14,280,5,6,1,0.5,1,1,1.0
683,42,108,320,690,1,0.5,44,125,120,66,10,14,300,10,4,1,0.8999999999999999,1,1,0.7
684,79,80,230,830,1,0.6,32,24,52,72,7,9,360,9,8,1,0.6,1,1,1.0
685,83,119,140,990,4,1.0,98,90,72,46,7,12,460,8,1,0,0.7999999999999999,0,1,1.0
686,46,96,170,940,5,0.7999999999999999,26,103,38,104,8,11,200,8,2,0,0.8999999999999999,1,0,1.0
687,90,127,580,510,5,0.6,54,33,26,60,7,12,200,4,8,1,1.0,0,1,0.6
688,119,96,930,610,2,0.8999999999999999,62,59,74,60,6,15,340,5,5,0,0.7999999999999999,0,1,0.5
689,127,124,540,610,2,0.8999999999999999,32,110,88,98,6,12,120,10,5,1,0.7,1,0,1.0
690,102,32,150,150,3,1.0,102,127,42,36,7,9,340,5,4,0,0.7999999999999999,0,0,0.7
691,70,106,1000,120,1,0.6,28,33,42,60,8,13,420,7,3,1,0.6,1,1,0.6
692,73,89,950,700,5,1.0,80,91,72,48,10,13,20,2,3,0,0.8999999999999999,1,1,0.5
693,105,113,500,510,1,0.6,74,95,28,66,7,9,120,9,6,1,1.0,0,1,0.8999999999999999
694,109,42,250,500,2,0.6,8,93,98,36,8,9,320,10,2,0,0.7999999999999999,1,1,1.0
695,127,42,860,560,5,0.6,80,65,46,38,10,8,460,8,1,1,0.5,1,0,0.8999999999999999
696,126,92,990,190,1,0.7999999999999999,112,97,36,108,7,16,180,1,3,0,0.7999999999999999,1,1,1.0
697,114,61,690,510,2,0.6,70,89,34,70,12,11,40,7,4,0,0.6,0,1,0.5
698,95,58,690,780,4,0.7,48,27,96,38,6,16,100,3,6,1,0.8999999999999999,0,0,0.5
699,111,89,810,970,5,0.6,96,109,62,40,6,10,260,7,7,1,0.5,1,0,1.0
700,34,32,990,170,3,0.5,30,125,48,102,7,10,140,10,8,1,1.0,1,0,0.6
701,127,55,710,410,3,0.8999999999999999,104,119,78,38,10,7,220,6,7,1,0.6,0,0,0.5
702,41,83,840,360,2,0.7,26,128,114,66,11,7,440,6,2,0,0.6,0,1,0.6
703,85,100,700,910,4,0.7,18,115,102,106,9,9,360,8,3,1,0.5,1,0,1.0
704,106,31,470,360,2,0.7,50,30,106,128,7,10,340,10,1,1,0.6,1,1,0.7999999999999999
705,75,73,590,560,3,1.0,24,48,64,50,7,6,420,2,1,0,0.7999999999999999,1,0,0.5
706,81,79,350,640,4,0.5,102,123,32,58,9,11,200,9,1,1,0.6,1,0,0.5
707,28,46,460,630,3,0.5,2,122,54,108,7,9,140,5,5,0,0.7,1,0,0.6
708,85,92,490,470,1,0.5,104,85,62,30,10,9,280,5,5,0,0.8999999999999999,1,1,0.8999999999999999
709,127,35,720,100,3,0.7999999999999999,64,55,48,110,9,10,500,7,7,0,0.7,1,1,0.7
710,119,127,270,670,2,1.0,112,56,40,76,9,8,480,4,1,1,0.6,0,1,0.5
711,77,32,280,270,3,1.0,14,83,122,104,10,8,180,5,7,1,0.6,1,0,0.6
712,64,35,380,400,3,0.5,90,117,122,80,10,15,80,8,5,1,0.6,0,0,0.6
713,49,65,130,730,2,1.0,68,45,114,112,12,8,480,9,7,0,0.6,0,1,0.5
714,57,50,100,650,3,0.5,32,117,62,66,12,14,360,7,1,1,0.7,0,1,1.0
715,35,66,560,1000,4,0.8999999999999999,68,64,24,102,6,8,500,5,3,0,0.5,1,1,0.5
716,50,65,150,640,3,0.7,62,113,90,96,6,10,120,7,6,0,0.7999999999999999,1,1,0.6
717,37,109,340,600,3,0.7,54,35,92,62,8,12,280,2,1,1,0.8999999999999999,0,0,0.5
718,47,99,280,900,5,0.7999999999999999,120,117,112,46,9,10,140,3,5,1,0.7,1,1,0.7
719,63,38,880,140,3,0.5,114,64,84,92,9,9,500,9,1,0,0.7999999999999999,0,1,0.7
720,33,25,280,420,3,0.5,16,106,48,74,12,13,160,9,2,1,0.7999999999999999,1,1,1.0
721,102,66,280,960,4,1.0,20,74,116,40,8,7,220,7,1,1,1.0,1,1,1.0
722,122,74,920,550,4,1.0,42,49,48,28,7,16,460,4,5,1,0.5,0,1,0.7
723,28,83,330,660,4,0.5,114,56,90,40,11,13,100,10,5,1,0.5,1,1,0.6
724,66,58,200,480,1,0.5,106,40,32,76,10,7,260,10,1,0,0.7999999999999999,0,1,0.6
725,50,25,980,690,4,1.0,48,38,122,46,9,14,460,3,1,0,0.8999999999999999,1,0,0.8999999999999999
726,108,127,770,520,4,0.5,116,89,124,122,10,6,240,8,3,1,0.6,1,0,0.8999999999999999
727,81,59,850,540,5,0.5,62,69,74,56,8,7,460,1,3,0,0.5,0,0,0.8999999999999999
728,36,122,170,820,2,0.5,8,69,78,48,8,7,380,1,6,1,0.8999999999999999,0,1,0.5
729,82,106,870,120,4,0.8999999999999999,52,29,114,104,11,16,180,5,2,1,0.5,1,0,0.8999999999999999
730,49,104,700,720,3,0.7,112,75,126,124,12,6,200,3,2,1,0.5,1,1,0.5
731,67,110,960,650,2,0.7999999999999999,120,114,64,62,6,11,180,8,6,1,0.7,1,1,0.7999999999999999
732,89,64,870,560,2,0.8999999999999999,88,78,126,68,9,11,420,6,7,1,0.7,0,1,0.5
733,75,42,280,730,4,0.7,62,86,26,128,6,16,240,3,6,0,0.8999999999999999,1,1,1.0
734,34,24,770,460,5,0.5,86,24,68,100,12,10,440,9,1,1,0.7999999999999999,1,1,0.8999999999999999
735,85,61,770,580,2,0.7999999999999999,82,84,128,70,7,7,140,4,6,1,0.5,0,1,0.7999999999999999
736,123,48,1000,500,4,0.8999999999999999,110,57,90,116,11,7,180,2,8,0,0.7,0,1,0.6
737,118,47,850,350,4,0.7999999999999999,98,96,68,94,10,13,240,1,4,0,0.7,0,1,0.8999999999999999
738,60,39,890,980,2,0.6,104,43,128,42,6,16,360,6,8,1,0.5,0,0,0.6
739,38,98,620,750,5,0.5,84,51,122,90,8,7,420,9,5,1,0.7999999999999999,1,1,0.7
740,43,40,760,820,3,0.5,96,92,30,88,9,10,360,8,8,0,0.8999999999999999,0,1,1.0
741,99,54,700,230,5,0.7999999999999999,58,49,54,106,9,8,240,3,8,1,0.7999999999999999,0,0,0.7999999999999999
742,110,105,210,520,5,0.8999999999999999,110,29,118,80,6,6,40,6,1,1,1.0,1,0,0.7
743,63,103,520,590,1,0.6,78,113,78,118,6,15,420,3,5,0,0.6,0,1,0.7
744,115,86,500,300,4,0.6,88,110,32,78,6,6,340,2,4,0,0.7999999999999999,0,1,0.6
745,53,97,420,280,5,0.8999999999999999,86,42,50,120,10,12,200,4,5,1,0.5,0,0,0.6
746,111,84,380,990,3,0.7999999999999999,116,79,36,64,12,6,400,2,3,0,0.6,0,1,1.0
747,73,42,740,180,4,0.8999999999999999,34,92,48,114,9,16,40,5,3,1,0.5,0,1,0.6
748,89,108,200,220,5,0.6,46,66,62,50,12,11,340,9,1,0,0.8999999999999999,1,0,0.7999999999999999
749,121,84,650,800,2,0.7999999999999999,20,44,76,84,9,10,60,8,4,1,0.7999999999999999,1,0,0.7999999999999999
750,55,87,100,120,1,0.7999999999999999,28,104,64,46,11,7,180,5,5,1,0.7999999999999999,1,0,0.5
751,109,59,110,310,2,0.5,84,88,88,88,10,9,420,3,3,0,1.0,1,0,0.8999999999999999
752,87,95,340,890,5,0.7999999999999999,2,66,100,24,12,16,140,1,5,0,0.8999999999999999,0,1,0.7
753,126,70,510,830,1,0.6,10,74,70,82,7,11,300,1,7,0,0.7999999999999999,0,1,0.5
754,81,33,650,150,3,1.0,62,70,38,56,8,10,180,3,1,0,0.6,0,0,0.8999999999999999
755,28,39,740,960,4,0.6,30,123,110,90,11,15,20,1,3,1,0.6,0,1,0.8999999999999999
756,68,100,400,1000,3,0.5,78,48,92,122,8,8,460,9,1,1,1.0,0,1,0.8999999999999999
757,113,65,560,370,1,1.0,108,84,126,86,7,9,260,6,1,1,0.8999999999999999,1,1,0.7999999999999999
758,71,41,470,880,2,0.6,64,89,36,80,8,8,300,5,6,0,1.0,1,0,1.0
759,93,41,260,740,3,0.6,34,82,96,106,12,13,320,5,4,1,0.8999999999999999,0,1,0.6
760,70,37,130,880,3,1.0,34,33,126,66,10,15,160,6,7,1,0.7,0,1,0.7999999999999999
761,76,43,220,340,1,0.5,16,46,66,64,6,11,120,9,5,1,1.0,1,1,0.5
762,53,57,220,890,2,0.7999999999999999,102,114,62,52,12,12,200,3,3,0,0.7999999999999999,1,0,0.6
763,61,60,100,520,2,0.7999999999999999,54,56,70,106,12,6,340,1,1,0,0.5,1,1,1.0
764,88,101,1000,720,3,0.7,24,36,98,112,6,10,60,6,8,0,0.6,0,0,0.7999999999999999
765,110,124,860,170,5,1.0,4,38,48,86,7,6,260,8,7,0,0.7,1,0,0.7
766,88,32,380,900,2,0.8999999999999999,114,103,126,52,10,13,480,4,6,1,0.8999999999999999,1,1,0.6
767,78,49,360,610,1,0.8999999999999999,44,26,100,92,9,11,420,3,7,1,0.7,1,0,1.0
768,53,24,770,250,2,0.7999999999999999,66,52,98,72,10,13,240,9,6,0,0.8999999999999999,0,1,1.0
769,69,75,680,690,3,0.7,74,122,120,38,7,15,240,4,6,0,0.6,0,1,0.7
770,85,90,530,120,1,0.7999999999999999,78,110,98,44,6,11,260,4,4,0,0.6,0,1,0.5
771,45,124,850,640,1,0.5,116,88,68,52,11,11,20,10,6,0,0.7,1,0,0.7
772,127,68,490,590,2,0.6,82,108,128,96,6,10,80,7,3,1,0.7,0,1,0.7
773,26,44,250,330,5,0.5,128,86,110,100,7,6,440,10,6,1,0.7999999999999999,0,1,0.5
774,104,40,210,160,1,0.7999999999999999,52,83,56,80,9,7,80,10,4,1,1.0,1,1,0.7
775,69,120,640,180,4,0.8999999999999999,122,29,64,72,12,14,280,3,5,0,0.6,0,0,1.0
776,83,56,810,520,3,1.0,36,75,82,44,11,6,400,3,5,0,0.5,1,0,0.7999999999999999
777,128,79,110,820,3,0.8999999999999999,88,77,88,112,11,6,420,2,3,1,0.7999999999999999,0,1,0.7999999999999999
778,87,31,570,510,4,0.5,20,94,62,28,10,8,440,1,6,0,0.6,0,1,1.0
779,54,46,930,890,2,0.7,126,63,78,112,6,14,140,8,5,1,0.8999999999999999,1,1,0.6
